,pot
14194,63
14195,62
14196,71
14197,72
14198,78
14199,71
14200,77
14201,76
14202,79
14203,75
14204,79
14205,72
14206,73
14207,64
14208,75
14209,88
14210,72
14211,78
14212,73
14213,71
14214,76
14215,70
14216,77
14217,75
14218,75
14219,78
14220,78
14221,72
14222,59
14223,74
14224,78
14225,80
14226,86
14227,72
14228,74
14229,73
14230,72
14231,79
14232,71
14233,71
14234,78
14235,71
14236,74
14237,74
14238,70
14239,80
14240,75
14241,70
14242,80
14243,76
14244,73
14245,81
14246,78
14247,75
14248,75
14249,74
14250,72
14251,76
14252,79
14253,64
14254,78
14255,73
14256,74
14257,68
14258,78
14259,73
14260,75
14261,81
14262,81
14263,80
14264,73
14265,65
14266,73
14267,76
14268,78
14269,72
14270,76
14271,77
14272,79
14273,68
14274,81
14275,78
14276,69
14277,62
14278,83
14279,79
14280,64
14281,72
14282,70
14283,72
14284,73
14285,64
14286,70
14287,76
14288,68
14289,64
14290,76
14291,67
14292,69
14293,73
14294,74
14295,78
14296,72
14297,74
14298,66
14299,69
14300,72
14301,66
14302,70
14303,81
14304,82
14305,71
14306,77
14307,68
14308,82
14309,72
14310,73
14311,73
14312,77
14313,71
14314,65
14315,64
14316,65
14317,75
14318,81
14319,65
14320,74
14321,74
14322,65
14323,69
14324,79
14325,79
14326,72
14327,83
14328,79
14329,68
14330,76
14331,80
14332,72
14333,77
14334,69
14335,70
14336,74
14337,80
14338,76
14339,71
14340,66
14341,68
14342,72
14343,68
14344,71
14345,64
14346,77
14347,72
14348,64
14349,65
14350,77
14351,81
14352,82
14353,63
14354,69
14355,80
14356,73
14357,70
14358,81
14359,68
14360,71
14361,72
14362,77
14363,77
14364,80
14365,73
14366,75
14367,75
14368,82
14369,75
14370,82
14371,69
14372,69
14373,73
14374,68
14375,73
14376,75
14377,72
14378,72
14379,70
14380,69
14381,73
14382,72
14383,64
14384,67
14385,70
14386,70
14387,74
14388,79
14389,70
14390,76
14391,64
14392,64
14393,63
14394,65
14395,66
14396,72
14397,71
14398,68
14399,70
14400,69
14401,60
14402,67
14403,71
14404,65
14405,73
14406,72
14407,80
14408,64
14409,71
14410,71
14411,73
14412,72
14413,62
14414,83
14415,75
14416,68
14417,69
14418,82
14419,69
14420,84
14421,67
14422,68
14423,73
14424,52
14425,71
14426,62
14427,69
14428,77
14429,70
14430,67
14431,68
14432,66
14433,73
14434,73
14435,71
14436,69
14437,78
14438,67
14439,64
14440,75
14441,66
14442,75
14443,70
14444,65
14445,61
14446,73
14447,73
14448,74
14449,79
14450,77
14451,75
14452,72
14453,77
14454,75
14455,67
14456,65
14457,64
14458,62
14459,61
14460,77
14461,74
14462,73
14463,74
14464,71
14465,68
14466,72
14467,73
14468,68
14469,79
14470,76
14471,66
14472,72
14473,73
14474,71
14475,76
14476,70
14477,67
14478,70
14479,73
14480,71
14481,64
14482,64
14483,70
14484,70
14485,80
14486,81
14487,74
14488,70
14489,76
14490,71
14491,70
14492,81
14493,75
14494,77
14495,64
14496,66
14497,67
14498,61
14499,82
14500,65
14501,79
14502,76
14503,74
14504,73
14505,71
14506,75
14507,73
14508,68
14509,74
14510,64
14511,68
14512,63
14513,74
14514,62
14515,80
14516,77
14517,71
14518,60
14519,67
14520,68
14521,75
14522,67
14523,70
14524,62
14525,72
14526,70
14527,71
14528,76
14529,72
14530,67
14531,72
14532,75
14533,78
14534,72
14535,68
14536,74
14537,73
14538,68
14539,73
14540,65
14541,69
14542,78
14543,74
14544,76
14545,72
14546,80
14547,76
14548,77
14549,71
14550,76
14551,72
14552,71
14553,78
14554,73
14555,70
14556,76
14557,74
14558,72
14559,72
14560,75
14561,72
14562,68
14563,64
14564,73
14565,68
14566,64
14567,65
14568,67
14569,68
14570,65
14571,70
14572,69
14573,74
14574,74
14575,74
14576,73
14577,78
14578,71
14579,78
14580,73
14581,74
14582,69
14583,69
14584,73
14585,77
14586,80
14587,76
14588,70
14589,71
14590,79
14591,70
14592,70
14593,64
14594,78
14595,71
14596,76
14597,68
14598,77
14599,63
14600,71
14601,79
14602,64
14603,68
14604,65
14605,73
14606,72
14607,74
14608,79
14609,72
14610,69
14611,71
14612,77
14613,80
14614,74
14615,78
14616,82
14617,72
14618,72
14619,76
14620,78
14621,74
14622,70
14623,74
14624,74
14625,79
14626,80
14627,71
14628,75
14629,72
14630,71
14631,77
14632,72
14633,65
14634,86
14635,79
14636,85
14637,74
14638,78
14639,73
14640,79
14641,70
14642,77
14643,67
14644,76
14645,80
14646,73
14647,73
14648,66
14649,72
14650,64
14651,77
14652,85
14653,88
14654,64
14655,74
14656,87
14657,70
14658,74
14659,73
14660,77
14661,72
14662,74
14663,74
14664,77
14665,71
14666,71
14667,75
14668,64
14669,66
14670,75
14671,73
14672,79
14673,83
14674,80
14675,65
14676,68
14677,71
14678,74
14679,72
14680,73
14681,74
14682,72
14683,72
14684,75
14685,63
14686,77
14687,69
14688,69
14689,79
14690,67
14691,70
14692,67
14693,71
14694,64
14695,74
14696,67
14697,64
14698,78
14699,73
14700,76
14701,74
14702,73
14703,68
14704,75
14705,73
14706,77
14707,76
14708,72
14709,76
14710,72
14711,76
14712,77
14713,67
14714,80
14715,75
14716,70
14717,68
14718,68
14719,69
14720,66
14721,74
14722,70
14723,72
14724,72
14725,68
14726,68
14727,60
14728,61
14729,62
14730,58
14731,59
14732,58
14733,62
14734,64
14735,61
14736,60
14737,60
14738,59
14739,59
14740,56
14741,59
14742,61
14743,54
14744,55
14745,59
14746,60
14747,55
14748,64
14749,62
14750,55
14751,57
14752,61
14753,58
14754,57
14755,73
14756,83
14757,70
14758,71
14759,82
14760,70
14761,71
14762,77
14763,74
14764,73
14765,58
14766,75
14767,72
14768,73
14769,62
14770,74
14771,86
14772,77
14773,78
14774,73
14775,72
14776,66
14777,70
14778,64
14779,64
14780,73
14781,70
14782,74
14783,79
14784,74
14785,75
14786,75
14787,69
14788,76
14789,69
14790,76
14791,72
14792,71
14793,74
14794,87
14795,88
14796,76
14797,66
14798,76
14799,79
14800,85
14801,68
14802,79
14803,74
14804,69
14805,69
14806,72
14807,70
14808,78
14809,71
14810,71
14811,73
14812,74
14813,68
14814,74
14815,76
14816,75
14817,78
14818,70
14819,75
14820,65
14821,75
14822,64
14823,75
14824,72
14825,71
14826,73
14827,73
14828,74
14829,64
14830,81
14831,83
14832,74
14833,73
14834,69
14835,74
14836,76
14837,63
14838,76
14839,70
14840,70
14841,74
14842,68
14843,71
14844,76
14845,77
14846,71
14847,74
14848,72
14849,73
14850,83
14851,81
14852,72
14853,75
14854,67
14855,64
14856,73
14857,79
14858,78
14859,69
14860,72
14861,68
14862,80
14863,86
14864,69
14865,76
14866,66
14867,75
14868,78
14869,77
14870,85
14871,85
14872,79
14873,84
14874,77
14875,71
14876,70
14877,75
14878,72
14879,77
14880,69
14881,78
14882,76
14883,70
14884,74
14885,68
14886,79
14887,74
14888,74
14889,68
14890,76
14891,69
14892,72
14893,77
14894,70
14895,74
14896,70
14897,70
14898,79
14899,62
14900,78
14901,78
14902,77
14903,82
14904,71
14905,70
14906,67
14907,73
14908,77
14909,77
14910,70
14911,75
14912,77
14913,86
14914,87
14915,76
14916,78
14917,75
14918,79
14919,55
14920,82
14921,73
14922,73
14923,70
14924,72
14925,74
14926,76
14927,71
14928,76
14929,84
14930,75
14931,73
14932,78
14933,76
14934,70
14935,76
14936,73
14937,79
14938,78
14939,79
14940,71
14941,73
14942,79
14943,77
14944,59
14945,75
14946,70
14947,72
14948,70
14949,68
14950,76
14951,79
14952,75
14953,84
14954,77
14955,70
14956,68
14957,67
14958,72
14959,73
14960,66
14961,72
14962,73
14963,66
14964,72
14965,76
14966,70
14967,75
14968,74
14969,77
14970,75
14971,70
14972,72
14973,74
14974,79
14975,79
14976,70
14977,81
14978,72
14979,70
14980,64
14981,66
14982,66
14983,66
14984,80
14985,75
14986,78
14987,64
14988,71
14989,79
14990,71
14991,68
14992,83
14993,77
14994,82
14995,82
14996,70
14997,74
14998,83
14999,68
15000,74
15001,50
15002,65
15003,62
15004,88
15005,78
15006,71
15007,79
15008,77
15009,71
15010,67
15011,61
15012,68
15013,76
15014,74
15015,70
15016,76
15017,66
15018,72
15019,70
15020,71
15021,63
15022,61
15023,70
15024,70
15025,69
15026,76
15027,81
15028,77
15029,68
15030,62
15031,65
15032,82
15033,61
15034,67
15035,77
15036,63
15037,83
15038,64
15039,67
15040,74
15041,75
15042,77
15043,76
15044,67
15045,83
15046,85
15047,72
15048,74
15049,81
15050,72
15051,75
15052,73
15053,73
15054,71
15055,76
15056,57
15057,57
15058,73
15059,78
15060,76
15061,78
15062,79
15063,75
15064,71
15065,80
15066,65
15067,68
15068,68
15069,84
15070,79
15071,71
15072,63
15073,78
15074,68
15075,65
15076,74
15077,75
15078,68
15079,68
15080,78
15081,75
15082,72
15083,73
15084,78
15085,72
15086,73
15087,72
15088,75
15089,80
15090,71
15091,74
15092,75
15093,81
15094,71
15095,73
15096,73
15097,65
15098,64
15099,71
15100,74
15101,66
15102,75
15103,72
15104,78
15105,77
15106,75
15107,71
15108,69
15109,69
15110,69
15111,71
15112,69
15113,73
15114,66
15115,74
15116,71
15117,75
15118,62
15119,65
15120,67
15121,60
15122,61
15123,66
15124,64
15125,75
15126,67
15127,64
15128,70
15129,67
15130,73
15131,73
15132,71
15133,82
15134,77
15135,76
15136,69
15137,71
15138,72
15139,75
15140,80
15141,70
15142,73
15143,66
15144,78
15145,70
15146,69
15147,69
15148,75
15149,71
15150,76
15151,74
15152,65
15153,70
15154,71
15155,81
15156,76
15157,68
15158,73
15159,73
15160,73
15161,68
15162,63
15163,69
15164,70
15165,63
15166,68
15167,75
15168,70
15169,64
15170,73
15171,72
15172,75
15173,80
15174,66
15175,71
15176,74
15177,79
15178,74
15179,80
15180,75
15181,73
15182,75
15183,70
15184,74
15185,76
15186,73
15187,74
15188,72
15189,78
15190,81
15191,80
15192,75
15193,85
15194,74
15195,74
15196,76
15197,78
15198,66
15199,73
15200,85
15201,72
15202,76
15203,64
15204,76
15205,74
15206,63
15207,71
15208,74
15209,62
15210,59
15211,63
15212,70
15213,72
15214,70
15215,75
15216,78
15217,67
15218,80
15219,72
15220,79
15221,90
15222,73
15223,74
15224,71
15225,78
15226,64
15227,67
15228,79
15229,79
15230,76
15231,78
15232,76
15233,77
15234,81
15235,60
15236,66
15237,68
15238,73
15239,63
15240,83
15241,73
15242,79
15243,75
15244,82
15245,76
15246,73
15247,65
15248,69
15249,72
15250,80
15251,70
15252,78
15253,73
15254,68
15255,76
15256,67
15257,75
15258,83
15259,69
15260,76
15261,70
15262,77
15263,72
15264,69
15265,75
15266,71
15267,75
15268,77
15269,70
15270,67
15271,86
15272,80
15273,67
15274,67
15275,73
15276,82
15277,65
15278,78
15279,81
15280,84
15281,63
15282,76
15283,76
15284,81
15285,78
15286,76
15287,73
15288,67
15289,67
15290,71
15291,73
15292,76
15293,76
15294,71
15295,72
15296,76
15297,71
15298,68
15299,60
15300,70
15301,80
15302,75
15303,74
15304,68
15305,72
15306,68
15307,83
15308,82
15309,74
15310,74
15311,73
15312,80
15313,79
15314,68
15315,69
15316,75
15317,79
15318,67
15319,66
15320,72
15321,75
15322,79
15323,75
15324,72
15325,69
15326,68
15327,74
15328,79
15329,64
15330,76
15331,87
15332,83
15333,69
15334,80
15335,80
15336,72
15337,79
15338,79
15339,77
15340,72
15341,75
15342,62
15343,64
15344,74
15345,73
15346,75
15347,69
15348,71
15349,68
15350,71
15351,73
15352,74
15353,73
15354,76
15355,69
15356,74
15357,67
15358,67
15359,70
15360,68
15361,71
15362,70
15363,74
15364,67
15365,76
15366,75
15367,81
15368,72
15369,83
15370,68
15371,73
15372,76
15373,82
15374,71
15375,74
15376,72
15377,74
15378,80
15379,71
15380,72
15381,70
15382,68
15383,77
15384,80
15385,76
15386,75
15387,83
15388,76
15389,80
15390,75
15391,74
15392,74
15393,75
15394,73
15395,64
15396,70
15397,76
15398,61
15399,74
15400,67
15401,65
15402,64
15403,72
15404,68
15405,67
15406,67
15407,76
15408,66
15409,73
15410,68
15411,81
15412,66
15413,68
15414,82
15415,60
15416,71
15417,60
15418,75
15419,72
15420,67
15421,66
15422,68
15423,62
15424,70
15425,70
15426,65
15427,64
15428,78
15429,70
15430,64
15431,65
15432,63
15433,66
15434,65
15435,80
15436,64
15437,63
15438,70
15439,61
15440,61
15441,66
15442,58
15443,69
15444,66
15445,74
15446,68
15447,67
15448,68
15449,65
15450,72
15451,80
15452,68
15453,76
15454,80
15455,74
15456,74
15457,80
15458,74
15459,74
15460,77
15461,74
15462,68
15463,70
15464,60
15465,65
15466,76
15467,78
15468,66
15469,66
15470,60
15471,63
15472,66
15473,72
15474,65
15475,73
15476,70
15477,70
15478,75
15479,66
15480,67
15481,67
15482,66
15483,67
15484,69
15485,73
15486,69
15487,69
15488,65
15489,62
15490,70
15491,76
15492,63
15493,81
15494,65
15495,64
15496,75
15497,77
15498,77
15499,71
15500,65
15501,63
15502,64
15503,69
15504,74
15505,72
15506,72
15507,69
15508,72
15509,73
15510,81
15511,73
15512,72
15513,73
15514,71
15515,67
15516,72
15517,67
15518,73
15519,70
15520,75
15521,75
15522,75
15523,76
15524,73
15525,71
15526,72
15527,66
15528,72
15529,76
15530,64
15531,61
15532,62
15533,66
15534,81
15535,64
15536,75
15537,73
15538,72
15539,72
15540,71
15541,81
15542,73
15543,74
15544,75
15545,74
15546,66
15547,70
15548,74
15549,67
15550,66
15551,78
15552,80
15553,84
15554,74
15555,62
15556,68
15557,80
15558,75
15559,69
15560,70
15561,72
15562,76
15563,73
15564,75
15565,76
15566,70
15567,65
15568,66
15569,65
15570,69
15571,66
15572,74
15573,71
15574,70
15575,70
15576,61
15577,71
15578,70
15579,70
15580,72
15581,75
15582,66
15583,75
15584,77
15585,68
15586,74
15587,77
15588,70
15589,63
15590,73
15591,78
15592,76
15593,70
15594,76
15595,80
15596,75
15597,69
15598,82
15599,77
15600,68
15601,81
15602,80
15603,74
15604,77
15605,71
15606,64
15607,69
15608,72
15609,72
15610,62
15611,75
15612,76
15613,77
15614,77
15615,71
15616,62
15617,81
15618,71
15619,64
15620,80
15621,80
15622,73
15623,81
15624,71
15625,72
15626,61
15627,64
15628,62
15629,70
15630,66
15631,67
15632,63
15633,73
15634,63
15635,62
15636,64
15637,71
15638,62
15639,62
15640,67
15641,67
15642,68
15643,68
15644,73
15645,60
15646,65
15647,72
15648,66
15649,70
15650,67
15651,60
15652,76
15653,78
15654,74
15655,67
15656,81
15657,82
15658,66
15659,74
15660,69
15661,68
15662,69
15663,76
15664,79
15665,77
15666,73
15667,74
15668,81
15669,70
15670,67
15671,73
15672,78
15673,87
15674,83
15675,70
15676,71
15677,76
15678,77
15679,71
15680,71
15681,70
15682,78
15683,78
15684,73
15685,73
15686,82
15687,77
15688,71
15689,75
15690,62
15691,78
15692,77
15693,76
15694,70
15695,61
15696,68
15697,65
15698,62
15699,69
15700,74
15701,68
15702,75
15703,70
15704,66
15705,63
15706,72
15707,66
15708,70
15709,65
15710,72
15711,72
15712,72
15713,64
15714,69
15715,71
15716,68
15717,61
15718,79
15719,70
15720,72
15721,84
15722,62
15723,62
15724,66
15725,63
15726,71
15727,72
15728,74
15729,73
15730,72
15731,68
15732,67
15733,72
15734,61
15735,72
15736,69
15737,59
15738,60
15739,58
15740,59
15741,60
15742,63
15743,70
15744,69
15745,63
15746,68
15747,69
15748,71
15749,84
15750,67
15751,70
15752,76
15753,64
15754,67
15755,66
15756,67
15757,73
15758,72
15759,75
15760,75
15761,69
15762,74
15763,86
15764,80
15765,76
15766,79
15767,69
15768,76
15769,76
15770,77
15771,71
15772,83
15773,67
15774,73
15775,74
15776,70
15777,73
15778,68
15779,70
15780,82
15781,64
15782,76
15783,68
15784,83
15785,65
15786,76
15787,75
15788,78
15789,82
15790,57
15791,67
15792,68
15793,68
15794,69
15795,76
15796,72
15797,71
15798,66
15799,75
15800,66
15801,65
15802,67
15803,82
15804,66
15805,83
15806,71
15807,67
15808,65
15809,66
15810,66
15811,71
15812,70
15813,76
15814,72
15815,56
15816,67
15817,64
15818,64
15819,71
15820,65
15821,76
15822,65
15823,76
15824,73
15825,78
15826,77
15827,71
15828,84
15829,70
15830,59
15831,78
15832,73
15833,72
15834,70
15835,70
15836,66
15837,63
15838,78
15839,68
15840,65
15841,77
15842,76
15843,70
15844,72
15845,71
15846,67
15847,62
15848,68
15849,61
15850,60
15851,79
15852,76
15853,68
15854,77
15855,68
15856,70
15857,67
15858,68
15859,74
15860,74
15861,75
15862,68
15863,70
15864,69
15865,80
15866,74
15867,79
15868,71
15869,78
15870,72
15871,61
15872,62
15873,65
15874,71
15875,61
15876,76
15877,79
15878,81
15879,75
15880,69
15881,71
15882,74
15883,76
15884,67
15885,70
15886,78
15887,65
15888,65
15889,67
15890,77
15891,63
15892,67
15893,69
15894,63
15895,58
15896,77
15897,79
15898,65
15899,63
15900,72
15901,62
15902,61
15903,62
15904,61
15905,74
15906,80
15907,64
15908,79
15909,77
15910,81
15911,77
15912,69
15913,73
15914,71
15915,77
15916,76
15917,73
15918,73
15919,80
15920,74
15921,73
15922,71
15923,83
15924,70
15925,75
15926,87
15927,74
15928,63
15929,63
15930,59
15931,72
15932,76
15933,72
15934,75
15935,70
15936,66
15937,76
15938,65
15939,75
15940,61
15941,63
15942,78
15943,78
15944,73
15945,72
15946,69
15947,69
15948,72
15949,73
15950,66
15951,64
15952,60
15953,72
15954,71
15955,76
15956,76
15957,74
15958,81
15959,63
15960,73
15961,79
15962,76
15963,71
15964,71
15965,72
15966,70
15967,76
15968,68
15969,78
15970,74
15971,75
15972,70
15973,82
15974,70
15975,73
15976,73
15977,74
15978,73
15979,74
15980,81
15981,65
15982,71
15983,66
15984,72
15985,77
15986,76
15987,77
15988,74
15989,70
15990,75
15991,70
15992,73
15993,76
15994,77
15995,73
15996,69
15997,63
15998,68
15999,71
16000,72
16001,78
16002,77
16003,67
16004,69
16005,84
16006,75
16007,88
16008,73
16009,80
16010,71
16011,63
16012,73
16013,73
16014,72
16015,70
16016,75
16017,80
16018,78
16019,75
16020,69
16021,73
16022,69
16023,71
16024,66
16025,64
16026,73
16027,79
16028,68
16029,75
16030,74
16031,72
16032,74
16033,76
16034,82
16035,68
16036,71
16037,74
16038,72
16039,69
16040,69
16041,65
16042,78
16043,79
16044,55
16045,49
16046,67
16047,65
16048,68
16049,67
16050,72
16051,70
16052,73
16053,82
16054,64
16055,68
16056,71
16057,72
16058,74
16059,67
16060,68
16061,78
16062,79
16063,65
16064,76
16065,79
16066,72
16067,64
16068,61
16069,71
16070,64
16071,72
16072,73
16073,70
16074,69
16075,63
16076,72
16077,77
16078,66
16079,67
16080,73
16081,72
16082,68
16083,73
16084,71
16085,76
16086,63
16087,66
16088,64
16089,77
16090,64
16091,72
16092,61
16093,63
16094,66
16095,60
16096,62
16097,65
16098,72
16099,72
16100,62
16101,69
16102,69
16103,73
16104,75
16105,72
16106,76
16107,81
16108,67
16109,72
16110,75
16111,68
16112,72
16113,72
16114,85
16115,75
16116,71
16117,71
16118,66
16119,77
16120,67
16121,75
16122,82
16123,76
16124,72
16125,76
16126,63
16127,62
16128,68
16129,78
16130,78
16131,74
16132,75
16133,72
16134,79
16135,70
16136,65
16137,70
16138,75
16139,70
16140,71
16141,64
16142,64
16143,63
16144,68
16145,75
16146,76
16147,74
16148,72
16149,67
16150,65
16151,58
16152,58
16153,67
16154,75
16155,70
16156,79
16157,60
16158,70
16159,64
16160,66
16161,75
16162,72
16163,81
16164,72
16165,75
16166,74
16167,73
16168,74
16169,71
16170,69
16171,68
16172,74
16173,68
16174,54
16175,77
16176,70
16177,64
16178,73
16179,75
16180,71
16181,69
16182,76
16183,80
16184,71
16185,71
16186,75
16187,78
16188,79
16189,68
16190,80
16191,72
16192,75
16193,74
16194,74
16195,72
16196,77
16197,69
16198,70
16199,70
16200,78
16201,72
16202,78
16203,64
16204,70
16205,64
16206,68
16207,65
16208,68
16209,78
16210,69
16211,73
16212,73
16213,73
16214,68
16215,66
16216,73
16217,79
16218,69
16219,80
16220,66
16221,61
16222,60
16223,66
16224,61
16225,64
16226,70
16227,64
16228,59
16229,59
16230,73
16231,67
16232,80
16233,82
16234,73
16235,71
16236,66
16237,75
16238,79
16239,81
16240,73
16241,80
16242,71
16243,71
16244,66
16245,71
16246,63
16247,78
16248,67
16249,76
16250,65
16251,74
16252,73
16253,64
16254,65
16255,72
16256,60
16257,77
16258,70
16259,77
16260,67
16261,72
16262,76
16263,80
16264,78
16265,68
16266,73
16267,76
16268,78
16269,63
16270,71
16271,74
16272,75
16273,74
16274,63
16275,73
16276,68
16277,73
16278,68
16279,65
16280,78
16281,72
16282,70
16283,72
16284,73
16285,69
16286,73
16287,79
16288,64
16289,72
16290,70
16291,65
16292,70
16293,70
16294,80
16295,66
16296,72
16297,64
16298,66
16299,80
16300,78
16301,61
16302,87
16303,78
16304,70
16305,71
16306,88
16307,87
16308,68
16309,82
16310,71
16311,70
16312,69
16313,75
16314,69
16315,78
16316,70
16317,69
16318,68
16319,75
16320,69
16321,70
16322,72
16323,74
16324,80
16325,70
16326,73
16327,65
16328,71
16329,80
16330,75
16331,79
16332,71
16333,76
16334,86
16335,65
16336,74
16337,70
16338,81
16339,63
16340,74
16341,79
16342,74
16343,64
16344,78
16345,83
16346,83
16347,62
16348,73
16349,75
16350,81
16351,72
16352,69
16353,73
16354,73
16355,68
16356,70
16357,70
16358,73
16359,78
16360,81
16361,80
16362,77
16363,78
16364,69
16365,73
16366,64
16367,81
16368,70
16369,70
16370,77
16371,79
16372,75
16373,84
16374,69
16375,81
16376,75
16377,71
16378,76
16379,75
16380,72
16381,85
16382,69
16383,70
16384,75
16385,71
16386,83
16387,75
16388,74
16389,83
16390,62
16391,70
16392,65
16393,67
16394,74
16395,72
16396,69
16397,73
16398,68
16399,72
16400,75
16401,66
16402,69
16403,66
16404,65
16405,74
16406,66
16407,79
16408,77
16409,79
16410,68
16411,70
16412,72
16413,76
16414,71
16415,78
16416,65
16417,65
16418,67
16419,69
16420,65
16421,76
16422,73
16423,69
16424,70
16425,72
16426,76
16427,83
16428,83
16429,74
16430,75
16431,73
16432,72
16433,75
16434,80
16435,73
16436,69
16437,75
16438,68
16439,77
16440,71
16441,72
16442,70
16443,64
16444,73
16445,73
16446,64
16447,77
16448,71
16449,77
16450,73
16451,72
16452,69
16453,68
16454,67
16455,64
16456,65
16457,74
16458,70
16459,78
16460,74
16461,80
16462,71
16463,72
16464,78
16465,79
16466,79
16467,67
16468,73
16469,72
16470,69
16471,78
16472,71
16473,73
16474,79
16475,73
16476,68
16477,71
16478,68
16479,66
16480,79
16481,72
16482,73
16483,70
16484,65
16485,66
16486,70
16487,72
16488,69
16489,67
16490,73
16491,71
16492,68
16493,76
16494,75
16495,68
16496,71
16497,72
16498,75
16499,76
16500,70
16501,64
16502,74
16503,74
16504,83
16505,79
16506,81
16507,65
16508,67
16509,71
16510,69
16511,79
16512,71
16513,74
16514,70
16515,74
16516,78
16517,76
16518,68
16519,66
16520,72
16521,73
16522,80
16523,75
16524,85
16525,69
16526,82
16527,80
16528,80
16529,69
16530,73
16531,69
16532,77
16533,75
16534,82
16535,72
16536,82
16537,72
16538,78
16539,67
16540,75
16541,69
16542,84
16543,70
16544,65
16545,78
16546,64
16547,75
16548,71
16549,71
16550,75
16551,83
16552,71
16553,78
16554,67
16555,74
16556,75
16557,74
16558,67
16559,75
16560,71
16561,69
16562,73
16563,74
16564,64
16565,74
16566,70
16567,64
16568,70
16569,72
16570,72
16571,75
16572,76
16573,54
16574,65
16575,73
16576,77
16577,76
16578,79
16579,74
16580,74
16581,69
16582,57
16583,57
16584,77
16585,77
16586,78
16587,69
16588,66
16589,65
16590,72
16591,66
16592,74
16593,62
16594,67
16595,64
16596,66
16597,66
16598,73
16599,64
16600,73
16601,80
16602,75
16603,70
16604,64
16605,74
16606,74
16607,68
16608,75
16609,84
16610,68
16611,68
16612,71
16613,78
16614,76
16615,73
16616,64
16617,69
16618,62
16619,63
16620,73
16621,64
16622,71
16623,64
16624,68
16625,74
16626,75
16627,73
16628,68
16629,65
16630,48
16631,65
16632,64
16633,73
16634,76
16635,57
16636,78
16637,74
16638,73
16639,74
16640,74
16641,74
16642,70
16643,72
16644,69
16645,64
16646,67
16647,67
16648,73
16649,73
16650,69
16651,73
16652,62
16653,60
16654,74
16655,79
16656,73
16657,76
16658,74
16659,73
16660,80
16661,65
16662,74
16663,75
16664,73
16665,61
16666,76
16667,63
16668,74
16669,72
16670,68
16671,77
16672,76
16673,60
16674,62
16675,59
16676,62
16677,73
16678,75
16679,73
16680,75
16681,58
16682,59
16683,57
16684,77
16685,80
16686,78
16687,64
16688,75
16689,77
16690,75
16691,64
16692,76
16693,70
16694,61
16695,72
16696,61
16697,73
16698,68
16699,67
16700,76
16701,72
16702,67
16703,74
16704,68
16705,47
16706,75
16707,72
16708,75
16709,73
16710,72
16711,64
16712,66
16713,73
16714,67
16715,71
16716,70
16717,78
16718,72
16719,70
16720,69
16721,67
16722,70
16723,68
16724,76
16725,57
16726,67
16727,66
16728,66
16729,66
16730,67
16731,61
16732,72
16733,78
16734,71
16735,75
16736,78
16737,85
16738,80
16739,65
16740,75
16741,78
16742,70
16743,68
16744,63
16745,72
16746,70
16747,69
16748,74
16749,69
16750,76
16751,74
16752,77
16753,68
16754,73
16755,72
16756,67
16757,78
16758,70
16759,64
16760,77
16761,81
16762,76
16763,74
16764,80
16765,65
16766,71
16767,68
16768,72
16769,72
16770,81
16771,72
16772,72
16773,75
16774,67
16775,73
16776,72
16777,76
16778,75
16779,69
16780,80
16781,76
16782,68
16783,73
16784,65
16785,70
16786,75
16787,79
16788,67
16789,71
16790,69
16791,77
16792,78
16793,75
16794,69
16795,60
16796,72
16797,69
16798,72
16799,68
16800,62
16801,77
16802,75
16803,59
16804,73
16805,73
16806,74
16807,63
16808,75
16809,72
16810,75
16811,76
16812,86
16813,56
16814,78
16815,76
16816,71
16817,71
16818,71
16819,68
16820,74
16821,69
16822,68
16823,77
16824,76
16825,78
16826,74
16827,66
16828,78
16829,69
16830,74
16831,68
16832,68
16833,64
16834,68
16835,83
16836,72
16837,75
16838,71
16839,73
16840,76
16841,77
16842,58
16843,79
16844,72
16845,75
16846,68
16847,81
16848,71
16849,81
16850,75
16851,67
16852,79
16853,75
16854,68
16855,78
16856,74
16857,68
16858,70
16859,77
16860,72
16861,70
16862,70
16863,77
16864,67
16865,69
16866,80
16867,78
16868,67
16869,69
16870,78
16871,74
16872,67
16873,50
16874,75
16875,67
16876,75
16877,69
16878,66
16879,82
16880,74
16881,62
16882,84
16883,78
16884,78
16885,75
16886,69
16887,68
16888,79
16889,69
16890,71
16891,70
16892,74
16893,66
16894,78
16895,76
16896,68
16897,72
16898,77
16899,69
16900,83
16901,70
16902,63
16903,69
16904,71
16905,71
16906,74
16907,73
16908,75
16909,74
16910,76
16911,64
16912,63
16913,70
16914,71
16915,77
16916,72
16917,76
16918,75
16919,71
16920,67
16921,78
16922,73
16923,71
16924,76
16925,70
16926,66
16927,72
16928,75
16929,68
16930,77
16931,67
16932,71
16933,70
16934,71
16935,72
16936,68
16937,71
16938,73
16939,73
16940,64
16941,79
16942,78
16943,62
16944,69
16945,74
16946,73
16947,74
16948,73
16949,69
16950,66
16951,65
16952,71
16953,73
16954,65
16955,64
16956,76
16957,72
16958,80
16959,65
16960,74
16961,75
16962,71
16963,68
16964,72
16965,74
16966,72
16967,64
16968,71
16969,66
16970,64
16971,72
16972,78
16973,67
16974,63
16975,66
16976,69
16977,76
16978,78
16979,67
16980,67
16981,65
16982,70
16983,77
16984,74
16985,72
16986,78
16987,70
16988,74
16989,80
16990,67
16991,69
16992,79
